brokertitle,type,beds,bath,propertysqft,administrative_area_level_2,latitude,longitude,price,status,borough,bed_bath_ratio
other,Condo for sale,3,2,1004.0,New York,40.8688161,-73.8356153,504000,Pending,Bronx,1.5
other,Multi-family home for sale,4,2,2184.207862,United States,40.5974508,-73.7983993,649000,Pending,Queens,2.0
other,Multi-family home for sale,4,2,2184.207862,United States,40.7427492,-73.8333091,1188888,Pending,Queens,2.0
other,Co-op for sale,1,1,615.0,New York,40.7779975,-73.9445342,475000,Pending,Manhattan,1.0
other,House for sale,4,2,2520.0,United States,40.6217919,-74.0343844,1380000,Pending,Brooklyn,2.0
other,Co-op for sale,2,2,2184.207862,New York,40.777244,-73.9868738,1649000,Pending,Manhattan,1.0
other,House for sale,4,2,1884.0,United States,40.5496155,-74.1391082,764600,Pending,Staten Island,2.0
Brokered by Serhant,Condo for sale,5,4,5202.0,United States,40.7221603,-74.0078633,7990000,Pending,Manhattan,1.25
other,Co-op for sale,5,2,2128.0,United States,40.6631136,-73.9544199,995000,Pending,Brooklyn,2.5
other,Multi-family home for sale,5,2,2184.207862,United States,40.5404111,-74.1957141,1200000,Pending,Staten Island,2.5
other,Multi-family home for sale,5,3,2460.0,United States,40.5939428,-73.7748361,849000,Pending,Queens,1.6666666666666667
Brokered by COMPASS,Townhouse for sale,5,2,2100.0,United States,40.6957069,-73.9344472,1675000,Pending,Brooklyn,2.5
other,House for sale,3,2,1302.0,United States,40.6619508,-73.7548417,738280,Pending,Queens,1.5
other,House for sale,3,1,1400.0,United States,40.6368544,-74.1124571,549000,Pending,Staten Island,3.0
other,Multi-family home for sale,6,3,2018.0,United States,40.7385519,-73.8545527,1099000,Pending,Queens,2.0
other,Co-op for sale,2,1,875.0,New York,40.8766081,-73.8998497,190000,Pending,Bronx,2.0
other,Co-op for sale,5,4,4230.0,United States,40.807581,-73.9505281,2495000,Pending,Manhattan,1.25
other,Co-op for sale,3,1,300.0,New York,40.6327714,-74.022251,188000,Pending,Brooklyn,3.0
Brokered by Keller Williams NYC,Townhouse for sale,5,4,4852.0,United States,40.8180997,-73.9429051,3400000,Pending,Manhattan,1.25
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,1,1,592.0,New York,40.7120018,-73.9453832,750000,Pending,Brooklyn,1.0
other,Condo for sale,2,1,733.0,United States,40.7654814,-73.8178731,615000,Pending,Queens,2.0
other,House for sale,3,2,1748.0,United States,40.7188985,-73.8587988,950000,Pending,Queens,1.5
other,Multi-family home for sale,6,3,2184.207862,United States,40.6830732,-73.8797396,1059000,Pending,Brooklyn,2.0
other,Condo for sale,2,2,955.0,New York,40.7565584,-73.8317042,780000,Pending,Queens,1.0
other,House for sale,8,16,33000.0,United States,40.5950017,-74.1064235,16800000,Pending,Staten Island,0.5
other,Co-op for sale,1,1,800.0,New York,40.7282606,-73.852283,338000,Pending,Queens,1.0
Brokered by COMPASS,Co-op for sale,1,1,2184.207862,New York,40.7267155,-73.9958775,875000,Pending,Manhattan,1.0
other,Co-op for sale,1,1,1085.0,New York,40.6171201,-74.0385203,339000,Pending,Brooklyn,1.0
other,Condo for sale,2,2,713.0,New York,40.7576255,-73.8231097,748000,Pending,Queens,1.0
Brokered by COMPASS,Condo for sale,2,2,922.0,New York,40.8138919,-73.9476673,799000,Pending,Manhattan,1.0
other,Multi-family home for sale,5,2,2754.0,United States,40.5509337,-74.1745249,999999,Pending,Staten Island,2.5
other,Co-op for sale,3,2,2259.0,United States,40.5292852,-74.1685622,958000,Pending,Staten Island,1.5
other,House for sale,3,2,2184.207862,United States,40.701497,-73.7613803,715000,Pending,Queens,1.5
Brokered by Corcoran Park Avenue South,Co-op for sale,1,1,2184.207862,New York,40.7362044,-74.0047875,625000,Pending,Manhattan,1.0
Brokered by COMPASS,Co-op for sale,1,1,755.0,New York,40.7643103,-73.9913297,599000,Pending,Manhattan,1.0
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,2,2,2184.207862,New York,40.7821142,-73.9544199,875000,Pending,Manhattan,1.0
other,Condo for sale,3,2,920.0,New York,40.815638,-73.8244344,365000,Pending,Bronx,1.5
other,Co-op for sale,3,1,2184.207862,New York,40.6633466,-73.8542803,295000,Pending,Queens,3.0
other,Condo for sale,3,2,2184.207862,New York,40.7459681,-73.7331069,929000,Pending,Queens,1.5
Brokered by EXP Realty,House for sale,2,2,2250.0,United States,40.5017889,-74.2393231,799500,Pending,Staten Island,1.0
other,Multi-family home for sale,6,3,2184.207862,United States,40.6615804,-73.8615475,980000,Pending,Brooklyn,2.0
other,House for sale,4,2,2184.207862,United States,40.7243644,-73.8198856,999000,Pending,Queens,2.0
other,Co-op for sale,2,1,2184.207862,New York,40.7758184,-73.907993,315000,Pending,Queens,2.0
Brokered by EXP Realty,Co-op for sale,3,2,2184.207862,United States,40.7339078,-73.845842,859000,Pending,Queens,1.5
Brokered by COMPASS,Condo for sale,3,3,1398.0,New York,40.7320824,-73.9610327,2700000,Pending,Brooklyn,1.0
other,Co-op for sale,1,1,2184.207862,New York,40.8653458,-73.9073691,130000,Pending,Bronx,1.0
Brokered by COMPASS,Condo for sale,1,1,673.0,New York,40.7082816,-74.0180413,610000,Pending,Manhattan,1.0
other,House for sale,5,4,1838.0,United States,40.8677282,-73.8849595,699000,Pending,Bronx,1.25
other,Multi-family home for sale,4,3,1784.0,United States,40.8510197,-73.8533944,790000,Pending,Bronx,1.3333333333333333
other,House for sale,4,3,1832.0,United States,40.8672248,-73.8574241,675000,Pending,Bronx,1.3333333333333333
other,Multi-family home for sale,6,3,2184.207862,United States,40.8681745,-73.8897652,689000,Pending,Bronx,2.0
other,Co-op for sale,3,1,1050.0,New York,40.5988908,-73.9334675,219000,Pending,Brooklyn,3.0
other,House for sale,3,4,2184.207862,United States,40.7701118,-73.8892017,1288000,Pending,Queens,0.75
Brokered by COMPASS,Condo for sale,1,1,860.0,New York,40.7614804,-73.9610613,795000,Pending,Manhattan,1.0
other,House for sale,3,2,1470.0,United States,40.6153952,-74.1610855,699900,Pending,Staten Island,1.5
other,Co-op for sale,1,2,2184.207862,New York,40.7826608,-73.9723737,699999,Pending,Manhattan,0.5
other,Co-op for sale,2,1,850.0,10465,40.8223617,-73.8072499,329000,Pending,Bronx,2.0
other,Co-op for sale,2,1,900.0,New York,40.8554764,-73.8287193,275000,Pending,Bronx,2.0
other,Co-op for sale,3,2,864.0,United States,40.5594124,-74.1258541,699000,Pending,Staten Island,1.5
other,House for sale,3,1,2184.207862,United States,40.7543613,-73.9077947,899000,Pending,Queens,3.0
other,Co-op for sale,2,1,1025.0,New York,40.7501671,-73.8924608,625000,Pending,Queens,2.0
Brokered by COMPASS,Condo for sale,2,2,1562.0,New York,40.7845327,-73.9789122,1995000,Pending,Manhattan,1.0
other,Co-op for sale,1,1,925.0,New York,40.863113,-73.8983227,199900,Pending,Bronx,1.0
Brokered by Corcoran Park Slope,Townhouse for sale,3,2,2184.207862,United States,40.6208518,-74.0133836,1288000,Pending,Brooklyn,1.5
Brokered by COMPASS,Condo for sale,3,3,1300.0,New York,40.7770634,-73.9522998,1950000,Pending,Manhattan,1.0
other,Co-op for sale,1,1,800.0,New York,40.5997081,-73.9344974,174000,Pending,Brooklyn,1.0
Brokered by RE MAX Edge,Multi-family home for sale,4,2,1824.0,United States,40.6119254,-74.0084031,1199000,Pending,Brooklyn,2.0
other,House for sale,3,3,2200.0,United States,40.6782274,-73.9267868,720000,Pending,Brooklyn,1.0
other,Land for sale,3,2,2184.207862,United States,40.5607533,-73.9207539,285000,Pending,Queens,1.5
other,House for sale,4,4,2688.0,United States,40.6296431,-74.1005274,1195000,Pending,Staten Island,1.0
other,Condo for sale,1,1,680.0,United States,40.733048,-73.8612179,568000,Pending,Queens,1.0
Brokered by Brown Harris Stevens,Townhouse for sale,9,8,5560.0,United States,40.8052328,-73.9407352,2999000,Pending,Manhattan,1.125
Brokered by Keller Williams NYC,Co-op for sale,1,1,2184.207862,New York,40.6698886,-73.9726587,999000,Pending,Brooklyn,1.0
other,Multi-family home for sale,6,2,2184.207862,United States,40.6672674,-73.8686224,799000,Pending,Brooklyn,3.0
other,Co-op for sale,4,2,2184.207862,United States,40.7479833,-73.8746835,758888,Pending,Queens,2.0
Brokered by Sotheby's International Realty - Downtown Manhattan,Condo for sale,3,4,3750.0,New York,40.7445521,-73.9963339,4995000,Pending,Manhattan,0.75
Brokered by Corcoran East Side,Co-op for sale,3,2,2184.207862,New York,40.7540096,-73.9637466,995000,Pending,Manhattan,1.5
other,Condo for sale,1,1,713.0,New York,40.6909831,-73.9899258,935000,Pending,Brooklyn,1.0
other,House for sale,3,3,1280.0,United States,40.6086959,-74.0859469,629000,Pending,Staten Island,1.0
other,House for sale,13,8,2184.207862,United States,40.7618536,-73.9187072,3750000,Pending,Queens,1.625
other,House for sale,5,3,2192.0,United States,40.6500222,-73.844778,1100000,Pending,Queens,1.6666666666666667
other,Co-op for sale,2,1,1100.0,New York,40.9048823,-73.9051113,395995,Pending,Bronx,2.0
Brokered by COMPASS,Townhouse for sale,7,4,5100.0,United States,40.6919769,-73.9967879,10495000,Pending,Brooklyn,1.75
other,Co-op for sale,2,1,925.0,United States,40.7232542,-73.8576166,435000,Pending,Queens,2.0
other,House for sale,5,2,2184.207862,United States,40.6422956,-73.972787,600000,Pending,Brooklyn,2.5
other,Condo for sale,3,1,2184.207862,New York,40.7187728,-73.811168,349980,Pending,Queens,3.0
other,House for sale,3,2,2184.207862,United States,40.7970316,-73.9395297,1350000,Pending,Manhattan,1.5
other,House for sale,2,1,1100.0,United States,40.5343207,-74.1998415,729000,Pending,Staten Island,2.0
other,Multi-family home for sale,5,2,2184.207862,United States,40.7398861,-73.8305343,1990000,Pending,Queens,2.5
other,Co-op for sale,1,1,800.0,New York,40.5774084,-73.9732594,300000,Pending,Brooklyn,1.0
other,Co-op for sale,3,1,512.0,New York,40.6042895,-73.7478287,100000,Pending,Queens,3.0
other,Co-op for sale,1,2,1000.0,New York,40.7617971,-73.9766275,765000,Pending,Manhattan,0.5
other,House for sale,3,2,2184.207862,United States,40.7288044,-73.7772174,998000,Pending,Queens,1.5
Brokered by KELLER WILLIAMS REALTY LANDMARK II,Multi-family home for sale,3,3,2184.207862,United States,40.755637,-73.8903854,1098000,Pending,Queens,1.0
other,Condo for sale,1,1,2184.207862,New York,40.767458,-73.9308615,625000,Pending,Queens,1.0
other,Multi-family home for sale,8,5,2300.0,United States,40.8460907,-73.8887912,699000,Pending,Bronx,1.6
other,Condo for sale,2,2,2184.207862,New York,40.6886854,-73.9402301,745000,Pending,Brooklyn,1.0
Brokered by Winzone Realty Inc,House for sale,3,2,2184.207862,United States,40.721482,-73.7883218,1950000,Pending,Queens,1.5
Brokered by EXP Realty,Co-op for sale,3,1,600.0,New York,40.7364499,-73.8584826,150000,Pending,Queens,3.0
other,Multi-family home for sale,5,3,2184.207862,United States,40.6742588,-73.8767881,850000,Pending,Brooklyn,1.6666666666666667
other,Condo for sale,3,1,2184.207862,New York,40.6807067,-73.96822,780000,Pending,Brooklyn,3.0
Brokered by Winzone Realty Inc,Co-op for sale,1,1,2184.207862,New York,40.7533266,-73.8265256,280000,Pending,Queens,1.0
Brokered by COMPASS,House for sale,3,2,2184.207862,United States,40.7523748,-73.7900912,899000,Pending,Queens,1.5
other,Condo for sale,3,3,2782.0,United States,40.6811053,-74.0098135,2750000,Pending,Brooklyn,1.0
other,House for sale,4,2,2848.0,United States,40.5727658,-74.1401218,2199999,Pending,Staten Island,2.0
other,Multi-family home for sale,6,5,2184.207862,United States,40.6820237,-73.800217,1175000,Pending,Queens,1.2
other,Co-op for sale,2,2,1200.0,New York,40.7438826,-73.8873872,529000,Pending,Queens,1.0
other,Townhouse for sale,9,6,5939.0,United States,40.808933,-73.940052,4845000,Pending,Manhattan,1.5
other,Co-op for sale,2,1,2184.207862,United States,40.7576854,-73.7298343,335000,Pending,Queens,2.0
other,House for sale,4,1,1152.0,United States,40.5663057,-74.1529549,650000,Pending,Staten Island,4.0
other,Condo for sale,2,2,792.0,New York,40.6898164,-73.9062474,725000,Pending,Brooklyn,1.0
Brokered by Serhant,Townhouse for sale,4,3,2800.0,United States,40.6736636,-73.9623858,2999999,Pending,Brooklyn,1.3333333333333333
Brokered by EXP Realty,Co-op for sale,1,2,908.0,New York,40.718793,-73.8365852,670000,Pending,Queens,0.5
Brokered by Exp Realty,House for sale,3,2,1224.0,United States,40.832149,-73.8265941,639000,Pending,Bronx,1.5
Brokered by Sotheby's International Realty - Downtown Manhattan,Townhouse for sale,10,13,8750.0,United States,40.7322213,-73.9986277,29950000,Pending,Manhattan,0.7692307692307693
other,Co-op for sale,4,4,2184.207862,United States,40.7770737,-73.7760771,1098000,Pending,Queens,1.0
other,House for sale,3,2,1786.0,United States,40.6178525,-74.0758856,499000,Pending,Staten Island,1.5
other,Townhouse for sale,8,6,2184.207862,United States,40.6948972,-73.9925741,15000000,Pending,Brooklyn,1.3333333333333333
other,Co-op for sale,2,1,2184.207862,New York,40.7233159,-73.858254,345000,Pending,Queens,2.0
other,House for sale,3,2,2184.207862,United States,40.577735,-73.9632478,1175000,Pending,Brooklyn,1.5
other,Multi-family home for sale,5,2,2184.207862,United States,40.6872827,-73.8604091,1075000,Pending,Queens,2.5
other,House for sale,2,1,1130.0,New York,40.7604194,-73.9968086,899000,Pending,Manhattan,2.0
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,1,1,2184.207862,New York,40.8540347,-73.9393276,595000,Pending,Manhattan,1.0
other,House for sale,3,2,1122.0,United States,40.8408308,-73.7856681,450000,Pending,Bronx,1.5
other,Co-op for sale,4,4,2500.0,United States,40.7564761,-73.7212008,1095000,Pending,Queens,1.0
other,Co-op for sale,1,1,1300.0,New York,40.762236,-73.9706084,1250000,Pending,Manhattan,1.0
other,Co-op for sale,3,1,550.0,New York,40.7735465,-73.9561566,445000,Pending,Manhattan,3.0
Brokered by Serhant,Condo for sale,3,2,1912.0,New York,40.7102929,-73.9660133,2850000,Pending,Brooklyn,1.5
Brokered by COMPASS,Co-op for sale,2,3,2184.207862,New York,40.768983,-73.987526,599000,Pending,Manhattan,0.6666666666666666
other,Co-op for sale,2,1,775.0,United States,40.7497074,-73.9859244,950000,Pending,Manhattan,2.0
Brokered by COMPASS,Co-op for sale,2,2,2184.207862,New York,40.7474421,-73.9813221,2995000,Pending,Manhattan,1.0
other,Multi-family home for sale,6,5,2150.0,United States,40.7557556,-73.7774071,1990000,Pending,Queens,1.2
other,Co-op for sale,2,1,2184.207862,New York,40.7109875,-73.9577649,499000,Pending,Brooklyn,2.0
other,Co-op for sale,2,1,850.0,New York,40.879078,-73.9175196,175849,Pending,Bronx,2.0
Brokered by Douglas Elliman  -111 Fifth Ave,Condo for sale,2,2,1015.0,New York,40.8030984,-73.9559736,995000,Pending,Manhattan,1.0
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,2,2,2184.207862,New York,40.7616461,-73.9701294,500000,Pending,Manhattan,1.0
other,Townhouse for sale,6,4,2184.207862,United States,40.6878701,-73.9272448,1499000,Pending,Brooklyn,1.5
other,Condo for sale,2,2,1026.0,New York,40.747963,-73.944456,1351242,Pending,Queens,1.0
other,Co-op for sale,2,2,975.0,New York,40.8651305,-73.9068012,280000,Pending,Bronx,1.0
other,Co-op for sale,1,1,693.0,New York,40.5475295,-74.1568654,339000,Contingent,Staten Island,1.0
Brokered by COMPASS,Condo for sale,4,4,3452.0,United States,40.7450569,-74.0027927,11000000,Pending,Manhattan,1.0
other,Co-op for sale,1,1,790.0,New York,40.5860215,-73.9668364,298000,Pending,Brooklyn,1.0
other,Multi-family home for sale,42,43,27152.0,United States,40.6276713,-74.1423518,10700000,Pending,Staten Island,0.9767441860465116
Brokered by COMPASS,Townhouse for sale,10,4,5353.0,United States,40.6722614,-73.9816141,4800000,Pending,Brooklyn,2.5
other,House for sale,3,2,2046.0,United States,40.7239521,-73.8747783,1298000,Pending,Queens,1.5
Brokered by Corcoran East Side,Co-op for sale,3,3,1800.0,United States,40.7870704,-73.9729362,1650000,Pending,Manhattan,1.0
other,Multi-family home for sale,5,2,2184.207862,United States,40.607379,-73.754678,599000,Pending,Queens,2.5
other,Multi-family home for sale,2,3,1530.0,United States,40.6132884,-74.128148,750000,Pending,Staten Island,0.6666666666666666
Brokered by E Realty International Corp,Co-op for sale,2,1,1200.0,New York,40.7455899,-73.8778899,468000,Pending,Queens,2.0
other,Multi-family home for sale,6,3,2184.207862,United States,40.7320002,-73.7055812,1149999,Pending,Queens,2.0
other,Co-op for sale,2,1,2184.207862,New York,40.7256799,-73.85726,330000,Pending,Queens,2.0
other,House for sale,6,2,2068.0,United States,40.6575904,-73.9264561,1299999,Pending,Brooklyn,3.0
Brokered by COMPASS,House for sale,3,2,2184.207862,United States,40.847049,-73.9080117,3999500,Pending,Bronx,1.5
other,Multi-family home for sale,6,2,2664.0,United States,40.63089,-74.018305,1108900,Pending,Brooklyn,3.0
Brokered by COMPASS,Condo for sale,2,2,1050.0,New York,40.7629277,-73.9813818,1225000,Pending,Manhattan,1.0
other,House for sale,5,2,1584.0,United States,40.6255895,-73.9474055,1680000,Pending,Brooklyn,2.5
other,Co-op for sale,1,1,2184.207862,New York,40.7657774,-73.7254213,219000,Pending,Queens,1.0
other,House for sale,3,2,2184.207862,United States,40.6699378,-73.8213422,850000,Pending,Queens,1.5
other,Townhouse for sale,7,9,12300.0,United States,40.7699341,-73.9675072,28500000,Pending,Manhattan,0.7777777777777778
other,Multi-family home for sale,7,5,2184.207862,New York,40.627685,-73.918487,1299999,Pending,Brooklyn,1.4
other,Condo for sale,2,2,1175.0,New York,40.7092191,-74.0137534,1450000,Pending,Manhattan,1.0
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,3,3,2610.0,New York,40.7647756,-73.9679827,3250000,Pending,Manhattan,1.0
Brokered by COMPASS,Co-op for sale,2,1,2184.207862,New York,40.7689684,-73.9543121,940000,Pending,Manhattan,2.0
other,Co-op for sale,1,1,2184.207862,New York,40.7759232,-73.9087334,169000,Pending,Queens,1.0
other,Condo for sale,1,1,713.0,United States,40.747145,-73.9408974,880000,Pending,Queens,1.0
other,Condo for sale,3,1,1050.0,Brooklyn,40.6492401,-73.9534818,650000,Pending,Brooklyn,3.0
Brokered by COMPASS,Co-op for sale,3,1,2184.207862,New York,40.7330596,-73.9959886,425000,Pending,Manhattan,3.0
Brokered by Exp Realty,Co-op for sale,1,1,2184.207862,New York,40.7759232,-73.9087334,269000,Pending,Queens,1.0
other,Multi-family home for sale,3,2,2184.207862,United States,40.6734914,-73.8196602,697777,Pending,Queens,1.5
Brokered by Corcoran East Side,Condo for sale,1,2,1218.0,New York,40.7298815,-74.0073131,2495000,Pending,Manhattan,0.5
other,Co-op for sale,3,2,2184.207862,Queens County,40.7518439,-73.8822788,985000,Pending,Queens,1.5
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,2,2,1320.0,New York,40.6774843,-74.0147997,1750000,Pending,Brooklyn,1.0
